,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km),MakeAvg,Engine/Cylinders
122427,13,MID-SIZE,4.6,8.0,AS8,Z,4.81,4.854368932038835,4.83,290.0,0.4616911152907516,0.575
122428,9,SUV - SMALL,3.0,6.0,AM7,Z,3.257328990228013,20.920502092050206,5.2631578947368425,211.0,0.2613909546434631,0.5
122431,10,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,43.897561058287145,5.96,5.698005698005698,270.0,0.13075557709860083,0.675
122443,5,MID-SIZE,2.0,4.0,A6,D,5.319148936170213,23.24,8.143322475570033,142.0,0.18105332461859827,0.5
122444,12,STATION WAGON - SMALL,2.0,4.0,AV8,X,3.4843205574912894,5.3,4.11522633744856,201.0,0.22159697078984808,0.5
122447,6,FULL-SIZE,2.4,4.0,A6,X,7.84,8.36,8.064516129032258,191.0,0.34317101657882515,0.6
122452,10,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,2.552974214960429,21.78649237472767,4.235493434985176,399.0,0.13075557709860083,0.575
122455,13,SUBCOMPACT,3.5,6.0,AS6,Z,4.8076923076923075,11.57,6.4935064935064934,245.0,0.4616911152907516,0.5833333333333334
122458,5,MID-SIZE,2.0,4.0,A6,D,16.69449081803005,6.53,9.803921568627452,176.0,0.18105332461859827,0.5
122459,13,COMPACT,2.0,4.0,AS8,Z,3.90625,7.501875468867217,4.975124378109453,206.0,0.4616911152907516,0.5
122461,15,COMPACT,3.0,6.0,M6,Z,27.14643254634102,4.618937644341802,3.8595137012736394,238.0,0.2328061192239942,0.5
122464,7,FULL-SIZE,1.6,4.0,M6,X,12.48,72.23443737866087,12.658227848101266,225.0,0.3722649650185522,0.4
122470,2,TWO-SEATER,1.2,3.0,M6,Z,38.98239012898087,6.329113924050633,5.43773790103317,222.0,0.0,0.39999999999999997
122471,19,FULL-SIZE,5.7,8.0,A8,X,3.0358227079538556,7.662835249042145,23.051041560106693,287.0,0.11778104235512704,0.7125
122477,17,SUV - STANDARD,5.4,8.0,A6,E,6.52,20.04008016032064,9.363295880149813,476.0,1.0,0.675
122478,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,8.673026886383349,9.43,9.0,333.0,1.0,0.5833333333333334
122480,13,COMPACT,3.5,6.0,AS6,Z,2.8089887640449436,10.526315789473685,23.215691856964593,257.0,0.4616911152907516,0.5833333333333334
122498,7,FULL-SIZE,3.5,6.0,AS6,X,20.61855670103093,27.75,23.33,220.0,0.3722649650185522,0.5833333333333334
122502,13,SUV - SMALL,3.5,6.0,AS8,X,6.305170239596469,4.006410256410256,5.01002004008016,262.0,0.4616911152907516,0.5833333333333334
122506,21,TWO-SEATER,2.0,4.0,AM7,Z,5.411255411255411,7.490636704119851,6.19,442.0,0.13738198416456834,0.5
122507,6,SUV - SMALL,3.3,6.0,AS6,X,4.928536224741252,7.72,5.89,298.0,0.34317101657882515,0.5499999999999999
122527,1,TWO-SEATER,1.5,4.0,M6,X,44.942741083484464,18.42,8.19000819000819,165.0,0.3734598273946921,0.375
122534,10,SUV - SMALL,2.5,4.0,AS6,X,6.52,19.607843137254903,9.31098696461825,206.0,0.13075557709860083,0.625
122535,2,SUV - SMALL,2.5,4.0,AS6,X,11.627906976744185,33.925978655729,6.531678641410842,203.0,0.0,0.625
122539,16,MID-SIZE,1.4,4.0,AS6,X,7.401924500370097,10.649627263045792,8.547008547008547,201.0,0.31251434751127427,0.35
122555,11,STATION WAGON - SMALL,1.4,4.0,AS8,Z,4.570383912248629,55.55555555555556,7.79,230.0,0.03366713263218451,0.35
122562,2,COMPACT,2.0,4.0,M6,X,34.48275862068966,8.72,14.705882352941176,115.0,0.0,0.5
122563,19,FULL-SIZE,2.0,4.0,A8,X,33.67003367003367,8.333333333333334,14.204545454545455,234.0,0.11778104235512704,0.5
122564,12,SUV - SMALL,3.5,6.0,AV,X,3.721622627465575,8.6,5.0,258.0,0.22159697078984808,0.5833333333333334
122573,16,FULL-SIZE,2.5,4.0,AS6,X,13.81,24.154589371980677,17.24137931034483,205.0,0.31251434751127427,0.625
122574,14,SUV - SMALL,2.0,4.0,M5,X,8.012820512820513,9.652509652509654,8.673026886383349,203.0,0.014703742880091549,0.5
122576,18,FULL-SIZE,2.0,4.0,AS10,X,19.79,39.55,25.53,281.0,0.40917622032231027,0.5
122588,15,COMPACT,2.0,4.0,M6,Z,34.84320557491289,4.59,8.79,213.0,0.2328061192239942,0.5
122594,21,TWO-SEATER,6.5,12.0,AM7,Z,9.99,4.275331338178709,6.238303181534622,358.0,0.13738198416456834,0.5416666666666666
122596,6,COMPACT,1.6,4.0,M6,X,6.176652254478072,28.33,9.532888465204957,235.8046428200605,0.34317101657882515,0.4
122605,6,SUV - SMALL,2.0,4.0,AS6,X,26.666666666666668,21.27,23.923444976076556,270.0,0.34317101657882515,0.5
122607,14,SUV - SMALL,2.5,4.0,A8,X,3.7735849056603774,49.82966390400163,4.589261128958238,259.0,0.014703742880091549,0.625
122616,11,COMPACT,2.0,4.0,AS8,Z,2.91,35.88,4.9603174603174605,241.0,0.03366713263218451,0.5
122619,5,COMPACT,2.0,4.0,M5,X,48.21952170302198,11.778563015312132,7.739938080495356,182.0,0.18105332461859827,0.5
122621,10,SUV - STANDARD,4.0,6.0,AS5,X,3.5410764872521248,7.604562737642586,25.779532193751972,305.0,0.13075557709860083,0.6666666666666666
122625,19,SUV - STANDARD,3.6,6.0,A8,X,5.06,7.710100231303007,5.99,441.9719584945717,0.11778104235512704,0.6
122627,4,COMPACT,1.2,3.0,AV,X,11.198208286674133,28.571428571428573,15.45595054095827,181.0,0.10750999072159767,0.39999999999999997
122628,8,MINICOMPACT,2.0,4.0,M6,Z,1.51952590791673,61.66,21.609803223674177,232.0,0.16651708420640168,0.5
122631,9,TWO-SEATER,1.8,4.0,AM9,Z,9.84,10.28,10.0,275.0,0.2613909546434631,0.45
122634,12,MID-SIZE,1.8,4.0,M6,X,10.08,26.385224274406333,13.966480446927374,201.0,0.22159697078984808,0.45
122642,17,MID-SIZE,2.0,4.0,AV,X,27.932960893854748,26.602783678041497,8.8261253309797,165.0,1.0,0.5
122645,17,SUV - SMALL,2.5,4.0,AS6,E,3.7,11.57,5.3361792956243335,216.0,1.0,0.625
122647,13,MID-SIZE,2.5,4.0,AV6,X,16.051364365971107,16.39344262295082,16.15508885298869,174.0,0.4616911152907516,0.625
122649,17,FULL-SIZE,3.5,6.0,AS6,E,4.166666666666667,12.41,5.9417706476530014,264.0,1.0,0.5833333333333334
122654,10,MINIVAN,3.5,6.0,AS6,X,3.769317753486619,39.139727710221976,4.773269689737471,248.0,0.13075557709860083,0.5833333333333334
122667,19,FULL-SIZE,3.6,6.0,A8,X,15.21,50.70535527646424,9.345794392523365,241.0,0.11778104235512704,0.6
122676,12,MID-SIZE,1.6,4.0,AV7,Z,18.181818181818183,65.25313130285927,11.723329425556859,214.0,0.22159697078984808,0.4
122679,17,FULL-SIZE,3.5,6.0,AS6,X,4.275331338178709,7.047216349541931,5.2,241.0,1.0,0.5833333333333334
122681,13,MID-SIZE,4.6,8.0,AS8,Z,7.674597083653109,10.427528675703858,8.710801393728223,295.0,0.4616911152907516,0.575
122683,2,SUV - SMALL,2.5,4.0,M6,X,10.298661174047373,5.521811154058532,7.41,189.0,0.0,0.625
122684,1,STATION WAGON - SMALL,1.8,4.0,AV,X,9.25925925925926,12.987012987012987,10.638297872340425,199.0,0.3734598273946921,0.45
122686,1,SUV - SMALL,1.8,4.0,AV,X,29.2,13.140604467805518,18.832391713747647,199.0,0.3734598273946921,0.45
122690,17,COMPACT,2.0,4.0,A6,E,9.54,17.82,12.048192771084338,175.0,1.0,0.5
122693,13,MID-SIZE,3.5,6.0,AS6,X,9.52,29.77818226030109,7.07,220.0,0.4616911152907516,0.5833333333333334
122696,17,PICKUP TRUCK - STANDARD,5.0,8.0,A6,X,25.803053664731674,5.813953488372093,5.128205128205129,379.0,1.0,0.625
122698,1,STATION WAGON - SMALL,1.5,4.0,AV7,X,8.305647840531561,7.042253521126761,7.68,156.0,0.3734598273946921,0.375
122700,10,COMPACT,1.5,4.0,M5,X,10.351966873706004,4.008016032064129,6.045949214026603,159.0,0.13075557709860083,0.375
122701,13,SUV - STANDARD,1.8,4.0,AS6,Z,5.91,42.73504273504274,9.652509652509654,402.0,0.4616911152907516,0.45
122702,15,SUV - STANDARD,4.4,8.0,AS8,Z,37.14626305768829,59.523809523809526,7.95,459.0,0.2328061192239942,0.55
122704,15,FULL-SIZE,2.4,4.0,A8,Z,4.659832246039143,37.0050225137427,4.651162790697675,404.0,0.2328061192239942,0.6
122717,16,COMPACT,6.2,8.0,AS6,Z,27.909131483647172,8.71,4.789272030651341,305.0,0.31251434751127427,0.775
122718,16,STATION WAGON - SMALL,1.4,4.0,AS6,X,37.187445618906814,26.954177897574123,10.15,193.0,0.31251434751127427,0.35
122729,10,PICKUP TRUCK - SMALL,2.7,4.0,A4,X,47.61904761904762,6.28,12.04,298.0,0.13075557709860083,0.675
122734,10,MID-SIZE,1.8,4.0,AV,X,39.82,41.16257421447623,13.513513513513514,114.0,0.13075557709860083,0.45
122748,16,COMPACT,1.4,4.0,AS6,X,4.761904761904762,6.72,5.4945054945054945,175.0,0.31251434751127427,0.35
122749,15,COMPACT,2.0,4.0,A8,Z,4.291845493562231,40.7,7.18,210.0,0.2328061192239942,0.5
122750,10,MID-SIZE,2.5,4.0,AV,X,43.47826086956522,10.96,18.6219739292365,96.0,0.13075557709860083,0.625
122751,6,FULL-SIZE,5.7,8.0,AS6,X,18.97,4.47427293064877,7.692307692307692,202.0,0.34317101657882515,0.7125
122756,19,FULL-SIZE,1.4,4.0,A8,X,3.132832080200501,6.765899864682003,4.130524576621231,238.0,0.11778104235512704,0.35
122758,16,SUV - STANDARD,5.3,8.0,A6,E,5.672149744753262,35.587188612099645,9.12,287.0,0.31251434751127427,0.6625
122765,15,SUBCOMPACT,4.4,8.0,AS8,Z,11.547344110854503,11.61,11.574074074074073,306.0,0.2328061192239942,0.55
122766,14,SUV - SMALL,2.4,4.0,A6,X,3.2851511169513796,9.532888465204957,4.659832246039143,225.0,0.014703742880091549,0.6
122775,15,COMPACT,2.0,4.0,AS8,Z,15.66,37.735849056603776,21.27659574468085,202.0,0.2328061192239942,0.5
122779,16,STATION WAGON - SMALL,1.4,4.0,M6,X,5.175983436853002,22.16,7.874015748031496,200.0,0.31251434751127427,0.35
122791,12,STATION WAGON - SMALL,1.6,4.0,AV7,Z,2.874389192296637,18.18181818181818,4.6317739694302915,193.0,0.22159697078984808,0.4
122795,16,COMPACT,1.4,4.0,AS6,X,7.02,21.88,10.111223458038422,96.0,0.31251434751127427,0.35
122799,15,MID-SIZE,4.4,8.0,AS8,Z,3.5842293906810037,22.675736961451246,5.780346820809249,297.0,0.2328061192239942,0.55
122800,3,MINICOMPACT,3.5,6.0,M5,X,24.213075060532688,5.65,9.77,180.0,0.567858610062776,0.5833333333333334
122802,19,FULL-SIZE,3.6,6.0,A8,E,4.78,5.51,5.08,245.0,0.11778104235512704,0.6
122803,15,SUV - STANDARD,3.0,6.0,AS8,Z,4.8123195380173245,19.083969465648853,7.251631617113851,278.0,0.2328061192239942,0.5
122808,6,SUV - SMALL,2.4,4.0,AS6,X,27.027027027027028,22.92,25.12562814070352,237.0,0.34317101657882515,0.6
122809,14,SUV - SMALL,2.4,4.0,A9,X,41.774132459948454,15.77,9.87,224.0,0.014703742880091549,0.6
122811,16,COMPACT,3.6,6.0,AS6,X,7.28,9.76,8.216926869350862,237.0,0.31251434751127427,0.6
122818,10,PICKUP TRUCK - SMALL,3.5,6.0,AS6,X,5.319148936170213,5.154639175257732,5.24,267.0,0.13075557709860083,0.5833333333333334
122821,14,SUV - SMALL,2.0,4.0,AV,X,15.822784810126581,17.857142857142858,16.67,228.0,0.014703742880091549,0.5
122822,9,COMPACT,2.4,4.0,AM8,Z,7.68,17.54385964912281,10.298661174047373,215.0,0.2613909546434631,0.6
122823,16,PICKUP TRUCK - STANDARD,1.4,4.0,A6,E,10.604453870625663,68.96551724137932,17.123287671232877,271.0,0.31251434751127427,0.35
122826,10,SUV - STANDARD,4.0,6.0,AS5,X,7.874015748031496,7.16,7.518796992481203,297.0,0.13075557709860083,0.6666666666666666
122828,2,SUV - SMALL,1.8,4.0,AS6,X,15.705948486748811,12.29,3.1655587211142766,224.0,0.0,0.45
122832,15,TWO-SEATER,3.0,6.0,AM7,Z,42.5531914893617,67.48310024076132,20.08,306.0,0.2328061192239942,0.5
122837,6,FULL-SIZE,3.3,6.0,A6,X,9.174311926605505,16.44736842105263,11.467889908256879,505.4901003669939,0.34317101657882515,0.5499999999999999
122840,13,SUV - STANDARD,3.5,6.0,AV6,Z,4.646840148698885,31.83,7.547169811320755,201.0,0.4616911152907516,0.5833333333333334
122845,19,FULL-SIZE,6.4,8.0,A8,Z,4.55,10.36,6.08272506082725,308.0,0.11778104235512704,0.8
122846,14,SUV - SMALL,2.4,4.0,A6,X,3.714710252600297,51.02040816326531,6.38,451.9313072593837,0.014703742880091549,0.6
122849,18,COMPACT,3.6,6.0,AS6,X,24.390243902439025,8.051529790660226,12.72,245.0,0.40917622032231027,0.6
122851,10,PICKUP TRUCK - SMALL,2.7,4.0,M5,X,7.593014426727411,6.74,7.178750897343862,304.0,0.13075557709860083,0.675
122852,16,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,29.325513196480937,59.321149810805174,16.46,269.0,0.31251434751127427,0.625
122855,5,COMPACT,1.4,4.0,M5,X,5.3361792956243335,7.936507936507937,6.261740763932373,170.0,0.18105332461859827,0.35
122857,17,SUV - STANDARD,3.5,6.0,AS6,X,3.9525691699604746,4.02,3.9808917197452227,315.0,1.0,0.5833333333333334
122863,5,COMPACT,2.0,4.0,M6,D,9.77,19.67,12.626262626262626,168.0,0.18105332461859827,0.5
122865,6,MID-SIZE,1.8,4.0,AS6,X,32.154340836012864,36.46830844674949,8.65,163.0,0.34317101657882515,0.45
122866,14,SUV - SMALL,2.0,4.0,AV,X,8.695652173913043,8.94,8.771929824561404,220.0,0.014703742880091549,0.5
122867,8,COMPACT,2.5,4.0,M6,Z,4.739336492890995,21.88183807439825,7.2992700729927,302.0,0.16651708420640168,0.625
122868,2,MID-SIZE,2.0,4.0,AS6,X,9.81,16.39344262295082,12.0,156.0,0.0,0.5
122871,13,COMPACT,3.5,6.0,AS6,Z,40.221715375288206,58.82719892023147,8.47457627118644,245.0,0.4616911152907516,0.5833333333333334
122872,19,SUV - STANDARD,3.6,6.0,A8,X,6.863417982155113,5.42,6.127450980392156,270.0,0.11778104235512704,0.6
122875,19,MID-SIZE,5.7,8.0,M6,X,3.4965034965034967,4.73,3.95882818685669,328.0,0.11778104235512704,0.7125
122889,18,SUV - SMALL,3.6,6.0,AS8,X,5.9171597633136095,42.84,9.66,243.0,0.40917622032231027,0.6
122890,14,SUV - SMALL,2.4,4.0,AV,X,30.930734338306426,58.473585193471294,6.257822277847309,249.0,0.014703742880091549,0.6
122894,9,COMPACT,2.4,4.0,AM8,Z,4.47,29.801703731280792,4.84,185.0,0.2613909546434631,0.6
122895,16,TWO-SEATER,6.2,8.0,AS8,Z,5.48,5.871990604815032,5.6529112492933855,432.0,0.31251434751127427,0.775
122897,6,COMPACT,1.6,4.0,M6,X,43.3500710155884,8.928571428571427,8.29875518672199,194.0,0.34317101657882515,0.4
122910,16,SUV - SMALL,3.0,6.0,A6,X,5.595970900951315,57.50999654536822,7.062146892655367,203.0,0.31251434751127427,0.5
122911,12,MID-SIZE,1.6,4.0,AV7,Z,6.25,8.81057268722467,7.194244604316547,214.0,0.22159697078984808,0.4
122913,15,SUBCOMPACT,4.4,8.0,A8,Z,19.45,37.61083209654143,10.58,296.0,0.2328061192239942,0.55
122914,13,SUBCOMPACT,5.0,8.0,AS8,Z,26.246719160104988,7.042253521126761,11.764705882352942,304.0,0.4616911152907516,0.625
122920,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,46.49638706688587,8.130081300813009,6.675567423230975,395.0,1.0,0.5833333333333334
122923,17,SUBCOMPACT,2.0,4.0,M6,Z,7.71,5.747126436781609,6.675567423230975,428.0,1.0,0.5
122925,14,SUV - SMALL,2.4,4.0,M5,X,4.42282176028306,11.12,6.067961165048543,228.0,0.014703742880091549,0.6
122929,10,COMPACT,1.5,4.0,AV,X,14.084507042253522,13.48,13.81,156.0,0.13075557709860083,0.375
122934,6,FULL-SIZE,5.0,8.0,A8,Z,8.03,49.79,12.9,316.0,0.34317101657882515,0.625
122951,17,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,22.510047727573575,28.29,6.618133686300464,265.0,1.0,0.625
122954,21,TWO-SEATER,3.5,6.0,AM7,Z,3.620564808110065,2.457002457002457,16.512072627749895,391.0,0.13738198416456834,0.5833333333333334
122956,15,SUBCOMPACT,2.0,4.0,AS8,Z,13.88888888888889,37.88071388620532,7.46,210.0,0.2328061192239942,0.5
122962,19,FULL-SIZE,3.5,6.0,A5,X,34.86,16.72240802675585,23.25581395348837,268.0,0.11778104235512704,0.5833333333333334
122963,17,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,X,6.455777921239509,6.93,6.662225183211192,225.0,1.0,0.5
122968,17,SUV - STANDARD,3.5,6.0,AS6,E,3.51,6.55,24.556415702807534,276.0,1.0,0.5833333333333334
122969,16,PICKUP TRUCK - STANDARD,2.4,4.0,A6,X,12.21,7.194244604316546,9.29368029739777,301.0,0.31251434751127427,0.6
122972,15,COMPACT,2.0,4.0,AS8,Z,12.690355329949238,58.8235294117647,19.69,212.0,0.2328061192239942,0.5
122973,1,MID-SIZE,3.5,6.0,M6,X,8.176614881439084,23.21,11.534025374855824,248.0,0.3734598273946921,0.5833333333333334
122980,16,COMPACT,1.4,4.0,M6,X,34.48275862068966,9.98,16.33,117.0,0.31251434751127427,0.35
122994,10,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,2.56,31.32,24.180072167132323,388.0,0.13075557709860083,0.575
122999,7,MID-SIZE,2.0,4.0,AM6,X,2.37,8.89,3.536067892503536,162.0,0.3722649650185522,0.5
123007,6,MID-SIZE,2.0,4.0,M6,X,4.96,18.01,7.358351729212656,182.0,0.34317101657882515,0.5
123011,7,COMPACT,1.6,4.0,AS6,X,8.19672131147541,32.67132319080428,6.98,169.0,0.3722649650185522,0.4
123013,16,SUV - STANDARD,5.3,8.0,A6,E,9.910802775024777,4.084967320261438,6.04,293.0,0.31251434751127427,0.6625
123015,1,PICKUP TRUCK - STANDARD,3.5,6.0,A5,X,5.434782608695652,5.434782608695652,5.4406964091403704,317.0,0.3734598273946921,0.5833333333333334
123018,16,COMPACT,3.5,6.0,AS6,X,4.91,8.025682182985554,5.9523809523809526,146.0,0.31251434751127427,0.5833333333333334
123021,17,FULL-SIZE,3.5,6.0,AS6,X,6.024096385542169,12.5,7.849293563579278,298.0,1.0,0.5833333333333334
123022,18,COMPACT,2.0,4.0,M6,Z,2.937720329024677,25.31645569620253,4.878048780487805,229.0,0.40917622032231027,0.5
123024,7,SUV - SMALL,2.4,4.0,M6,X,6.207324643078834,25.510204081632654,9.42,275.0,0.3722649650185522,0.6
123027,1,COMPACT,3.5,6.0,AV7,X,9.652509652509654,28.766759008173963,6.963788300835655,175.0,0.3734598273946921,0.5833333333333334
123029,17,SUBCOMPACT,2.3,4.0,M6,Z,8.38,3.71,5.35,436.0,1.0,0.575
123033,12,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,3.4746351633078527,6.0606060606060606,4.3,305.0,0.22159697078984808,0.625
123034,3,MINICOMPACT,1.4,4.0,M5,X,5.38,37.17472118959108,8.75,163.0,0.567858610062776,0.35
123037,19,MID-SIZE,2.4,4.0,A6,X,43.679371609304205,28.54,11.7096018735363,191.0,0.11778104235512704,0.6
123039,2,COMPACT,2.0,4.0,AS6,X,11.061946902654869,7.936507936507937,9.40733772342427,200.0,0.0,0.5
123041,19,MID-SIZE,3.6,6.0,A8,X,44.50262309359373,36.440060337960375,5.9880239520958085,251.0,0.11778104235512704,0.6
123042,15,SUV - SMALL,2.0,4.0,AS8,Z,4.273504273504273,6.622516556291391,5.08646998982706,225.0,0.2328061192239942,0.5
123043,16,SUV - SMALL,2.4,4.0,A6,X,15.618256730521267,50.761851494042475,3.7593984962406015,289.0,0.31251434751127427,0.6
123044,16,MID-SIZE,1.8,4.0,M5,X,4.830917874396135,32.467532467532465,7.830853563038372,188.0,0.31251434751127427,0.45
123045,14,SUV - SMALL,3.2,6.0,A9,X,4.44,7.423904974016332,5.42,234.0,0.014703742880091549,0.5333333333333333
123047,7,COMPACT,1.6,4.0,AS6,X,12.78772378516624,33.329924378235894,8.496176720475786,157.0,0.3722649650185522,0.4
123050,17,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,40.90383803369953,7.4460163812360385,7.4183976261127595,272.0,1.0,0.5499999999999999
123054,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,18.793655312780864,55.48715004111396,4.833252779120348,291.0,1.0,0.5833333333333334
123055,12,SUV - SMALL,2.0,4.0,AV,X,5.80046403712297,12.61,7.662835249042145,190.0,0.22159697078984808,0.5
123059,18,COMPACT,1.4,4.0,AS10,Z,32.0616034756473,3.652300949598247,3.846153846153846,234.0,0.40917622032231027,0.35
123064,10,MINIVAN,3.5,6.0,AS8,X,5.813953488372093,27.09673456861521,5.364806866952789,286.0,0.13075557709860083,0.5833333333333334
123065,17,SUBCOMPACT,2.3,4.0,AS6,X,8.46740050804403,40.50778800359316,6.51,222.0,1.0,0.575
123067,18,MID-SIZE,3.7,6.0,AS8,Z,3.5124692658939236,17.88908765652952,5.5005500550055,287.0,0.40917622032231027,0.6166666666666667
123069,16,VAN - PASSENGER,6.0,8.0,A6,X,9.15,13.297872340425533,10.638297872340425,351.0,0.31251434751127427,0.75
123079,15,SUBCOMPACT,5.0,8.0,AS8,Z,4.878048780487806,66.2251655629139,8.35421888053467,276.0,0.2328061192239942,0.625
123088,16,VAN - PASSENGER,6.0,8.0,A6,X,3.8167938931297707,4.084967320261438,3.93,420.0,0.31251434751127427,0.75
123090,16,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,13.19,5.293806246691371,7.89,287.0,0.31251434751127427,0.6625
123092,5,STATION WAGON - SMALL,5.3,8.0,M6,X,5.903187721369539,6.211180124223602,6.031363088057902,220.0,0.18105332461859827,0.6625
123094,10,MID-SIZE,2.5,4.0,AS8,X,15.91,6.6,9.73,195.0,0.13075557709860083,0.625
123097,7,COMPACT,1.6,4.0,M6,X,10.53740779768177,16.10305958132045,12.5,221.0,0.3722649650185522,0.4
123099,16,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,5.847953216374269,54.518849962994985,6.246096189881324,295.0,0.31251434751127427,0.7166666666666667
123117,13,SUV - STANDARD,4.6,8.0,AS6,Z,3.623188405797101,56.43972136065491,4.64,399.0,0.4616911152907516,0.575
123122,12,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,3.763643206624012,10.22,5.257623554153523,294.0,0.22159697078984808,0.625
123124,10,COMPACT,2.0,4.0,AV10,X,23.58490566037736,7.24112961622013,11.7,96.0,0.13075557709860083,0.5
123127,8,STATION WAGON - SMALL,2.0,4.0,AV7,X,5.4,11.587485515643104,7.092198581560284,96.0,0.16651708420640168,0.5
123128,8,SUV - SMALL,2.5,4.0,M6,X,24.752475247524753,14.925373134328357,19.083969465648853,228.0,0.16651708420640168,0.625
123132,5,SUV - SMALL,2.0,4.0,AS6,Z,29.91,9.70873786407767,15.503875968992247,252.0,0.18105332461859827,0.5
123151,6,FULL-SIZE,3.8,6.0,AS8,X,10.59,44.14980102889822,9.233610341643583,282.0,0.34317101657882515,0.6333333333333333
123153,9,SUV - SMALL,3.6,6.0,AS6,Z,5.71,5.08,5.408328826392645,243.0,0.2613909546434631,0.6
123163,2,SUV - SMALL,2.5,4.0,AS6,X,16.300379388932587,6.49772579597141,3.90625,217.0,0.0,0.625
123167,15,SUBCOMPACT,2.0,4.0,AS8,Z,5.77,17.123287671232877,8.22,213.0,0.2328061192239942,0.5
123181,7,SUV - SMALL,3.3,6.0,AS8,X,35.87509816217804,7.575757575757575,5.51,270.0,0.3722649650185522,0.5499999999999999
123182,16,SUV - STANDARD,5.3,8.0,A6,X,30.592701818613246,5.58,4.4642857142857135,333.0,0.31251434751127427,0.6625
123187,17,SUV - STANDARD,3.5,6.0,AS6,X,18.840698254740264,8.532423208191126,4.668534080298786,326.0,1.0,0.5833333333333334
123192,6,FULL-SIZE,1.8,4.0,M6,X,7.246376811594203,19.841269841269842,10.204081632653061,206.0,0.34317101657882515,0.45
123194,8,SUV - SMALL,2.4,4.0,AV7,X,50.3359478965595,10.330578512396695,9.615384615384615,197.0,0.16651708420640168,0.6
123198,15,SUBCOMPACT,3.0,6.0,AS8,Z,9.066183136899365,38.36,13.81,236.0,0.2328061192239942,0.5
123200,18,SUV - STANDARD,6.2,8.0,A10,Z,4.269854824935952,4.26,4.264392324093817,754.9060592125601,0.40917622032231027,0.775
123201,5,STATION WAGON - SMALL,1.8,4.0,M5,X,7.173601147776184,17.24137931034483,9.70873786407767,188.0,0.18105332461859827,0.45
123203,8,SUV - SMALL,4.4,8.0,AV6,X,9.49,18.54,12.1654501216545,204.0,0.16651708420640168,0.55
123205,16,VAN - PASSENGER,6.0,8.0,A6,X,3.48,1.8796992481203008,2.5188916876574305,404.0,0.31251434751127427,0.75
123213,7,MID-SIZE,4.4,8.0,M6,X,9.861932938856015,7.462686567164178,8.620689655172415,191.0,0.3722649650185522,0.55
123219,16,PICKUP TRUCK - STANDARD,2.5,4.0,A6,E,22.345397430715668,7.604562737642586,5.117707267144319,309.0,0.31251434751127427,0.625
123221,1,FULL-SIZE,1.5,4.0,AV7,Z,34.176697333505125,8.81057268722467,7.137758743754461,170.0,0.3734598273946921,0.375
123223,16,SUV - SMALL,1.4,4.0,M6,X,10.834236186348862,6.03,7.974481658692185,200.0,0.31251434751127427,0.35
123225,5,COMPACT,1.8,4.0,M5,X,4.62962962962963,18.083182640144663,6.949270326615705,190.0,0.18105332461859827,0.45
123233,5,COMPACT,3.6,6.0,AS6,Z,3.8211692777990063,5.411255411255411,4.4,279.0,0.18105332461859827,0.6
123236,17,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,30.120481927710845,12.48,18.42,284.0,1.0,0.5833333333333334
123245,15,SUV - STANDARD,3.0,6.0,AS8,D,8.481764206955047,42.65464427156602,6.7114093959731544,229.0,0.2328061192239942,0.5
123248,19,FULL-SIZE,2.0,4.0,A5,X,8.88,3.217503217503218,4.96,339.0,0.11778104235512704,0.5
